가게,맛,양,주문,사용자id,리뷰
신미경홍대닭갈비3,5,5,"닭갈비（소）550g＋막국수/1(닭갈비 선택(양념 숯불닭갈비),추가 선택(눈꽃치즈))",ul,맛은 두말할 것 없지만 따뜻하게 빨리 배달해주셔서 더 맛있게 먹었습니다. 눈꽃치즈 강추합니다!
신미경홍대닭갈비3,5,5,신미경소금숯불닭갈비（소）550g/1(사이즈 선택(소)),gu,깜빡하고 밥 추가를 안했는데 짜지않고 맛있네요!
신미경홍대닭갈비3,5,5,"닭갈비볶음밥＋우동세트/1(맛 선택(（반찬없이 프랑크소세지）),추가 선택(체다치즈소스))",hs,너무 맛있게 잘 먹었습니다
신미경홍대닭갈비3,5,5,"닭갈비볶음밥＋우동세트/1(맛 선택(（반찬없이 프랑크소세지 매운맛）),추가 선택(계란후라이),추가 선택(눈꽃치즈),추가 선택(양념닭어깨살 200g 추가)),제로콜라/1",sa,양도 많고 너무 맛있어요!! 잘 먹었습니다 ㅎㅎ
신미경홍대닭갈비3,5,5,닭갈비（소）550g＋막국수/1(닭갈비 선택(소금 숯불닭갈비)),yk,소금구이 닭갈비 그냥 먹기에는 약간 짭잘하지만 밥이랑 먹으니 맛있어요. 막국수는 육수를 꼭 넣어 드세요. 그냥 먹었더니 조금 퍽퍽함. 배달도 만족에 양도 푸짐해서 만족합니다.
신미경홍대닭갈비3,5,5,"신미경숯불반반메뉴/1(닭갈비 2가지 선택（필）(신미경 소금숯불닭갈비),닭갈비 2가지 선택（필）(신미경 양념숯불닭갈비))",pr,리뷰이벤트 뭐할지 고민하다 실수로 안지우고 둘다 적힌채로 주문해서 당황하셨을건데 죄송해요 ㅠㅠ 센스있게 쿨피스 잘 보내주셔서 감사합니다. 맛있게 잘 먹었어요!
신미경홍대닭갈비3,5,5,닭갈비볶음밥/2(맛 선택(（반찬없이 프랑크소세지）)),go,볶음밥 맛있어용 ㅎㅎ
신미경홍대닭갈비3,5,5,"닭갈비볶음밥＋우동세트/1(맛 선택(（반찬없이 프랑크소세지 매운맛）),추가 선택(계란후라이),추가 선택(눈꽃치즈)),쿨피스/1",im,이 집 맛있네요 우동
신미경홍대닭갈비3,5,5,닭갈비（소）550g＋막국수/1(닭갈비 선택(소금 숯불닭갈비)),75,맛있어요!👍👍👍👍👍👍👍👍👍👍👍👍👍
신미경홍대닭갈비3,5,5,"닭갈비볶음밥＋우동세트/1(맛 선택(（반찬없이 프랑크소세지）),추가 선택(체다치즈소스),추가 선택(계란후라이))",tn,밥이넘밍밍해요담엔매운맛먹어야지하나도안매움
신미경홍대닭갈비3,5,5,"닭갈비（소）550g＋막국수/1(닭갈비 선택(양념 숯불닭갈비),추가 선택(눈꽃치즈))",ul,맛은 두말할 것 없지만 따뜻하게 빨리 배달해주셔서 더 맛있게 먹었습니다. 눈꽃치즈 강추합니다!
신미경홍대닭갈비3,5,5,신미경소금숯불닭갈비（소）550g/1(사이즈 선택(소)),gu,깜빡하고 밥 추가를 안했는데 짜지않고 맛있네요!
신미경홍대닭갈비3,5,5,"닭갈비볶음밥＋우동세트/1(맛 선택(（반찬없이 프랑크소세지）),추가 선택(체다치즈소스))",hs,너무 맛있게 잘 먹었습니다
신미경홍대닭갈비3,5,5,"닭갈비볶음밥＋우동세트/1(맛 선택(（반찬없이 프랑크소세지 매운맛）),추가 선택(계란후라이),추가 선택(눈꽃치즈),추가 선택(양념닭어깨살 200g 추가)),제로콜라/1",sa,양도 많고 너무 맛있어요!! 잘 먹었습니다 ㅎㅎ
신미경홍대닭갈비3,5,5,닭갈비（소）550g＋막국수/1(닭갈비 선택(소금 숯불닭갈비)),yk,소금구이 닭갈비 그냥 먹기에는 약간 짭잘하지만 밥이랑 먹으니 맛있어요. 막국수는 육수를 꼭 넣어 드세요. 그냥 먹었더니 조금 퍽퍽함. 배달도 만족에 양도 푸짐해서 만족합니다.
신미경홍대닭갈비3,5,5,"신미경숯불반반메뉴/1(닭갈비 2가지 선택（필）(신미경 소금숯불닭갈비),닭갈비 2가지 선택（필）(신미경 양념숯불닭갈비))",pr,리뷰이벤트 뭐할지 고민하다 실수로 안지우고 둘다 적힌채로 주문해서 당황하셨을건데 죄송해요 ㅠㅠ 센스있게 쿨피스 잘 보내주셔서 감사합니다. 맛있게 잘 먹었어요!
신미경홍대닭갈비3,5,5,닭갈비볶음밥/2(맛 선택(（반찬없이 프랑크소세지）)),go,볶음밥 맛있어용 ㅎㅎ
신미경홍대닭갈비3,5,5,"닭갈비볶음밥＋우동세트/1(맛 선택(（반찬없이 프랑크소세지 매운맛）),추가 선택(계란후라이),추가 선택(눈꽃치즈)),쿨피스/1",im,이 집 맛있네요 우동
신미경홍대닭갈비3,5,5,닭갈비（소）550g＋막국수/1(닭갈비 선택(소금 숯불닭갈비)),75,맛있어요!👍👍👍👍👍👍👍👍👍👍👍👍👍
신미경홍대닭갈비3,5,5,"닭갈비볶음밥＋우동세트/1(맛 선택(（반찬없이 프랑크소세지）),추가 선택(체다치즈소스),추가 선택(계란후라이))",tn,밥이넘밍밍해요담엔매운맛먹어야지하나도안매움
신미경홍대닭갈비3,5,5,"닭갈비（소）550g＋막국수/1(닭갈비 선택(양념 숯불닭갈비),추가 선택(눈꽃치즈))",ul,맛은 두말할 것 없지만 따뜻하게 빨리 배달해주셔서 더 맛있게 먹었습니다. 눈꽃치즈 강추합니다!
신미경홍대닭갈비3,5,5,신미경소금숯불닭갈비（소）550g/1(사이즈 선택(소)),gu,깜빡하고 밥 추가를 안했는데 짜지않고 맛있네요!
신미경홍대닭갈비3,5,5,"닭갈비볶음밥＋우동세트/1(맛 선택(（반찬없이 프랑크소세지）),추가 선택(체다치즈소스))",hs,너무 맛있게 잘 먹었습니다
신미경홍대닭갈비3,5,5,"닭갈비볶음밥＋우동세트/1(맛 선택(（반찬없이 프랑크소세지 매운맛）),추가 선택(계란후라이),추가 선택(눈꽃치즈),추가 선택(양념닭어깨살 200g 추가)),제로콜라/1",sa,양도 많고 너무 맛있어요!! 잘 먹었습니다 ㅎㅎ
신미경홍대닭갈비3,5,5,닭갈비（소）550g＋막국수/1(닭갈비 선택(소금 숯불닭갈비)),yk,소금구이 닭갈비 그냥 먹기에는 약간 짭잘하지만 밥이랑 먹으니 맛있어요. 막국수는 육수를 꼭 넣어 드세요. 그냥 먹었더니 조금 퍽퍽함. 배달도 만족에 양도 푸짐해서 만족합니다.
신미경홍대닭갈비3,5,5,"신미경숯불반반메뉴/1(닭갈비 2가지 선택（필）(신미경 소금숯불닭갈비),닭갈비 2가지 선택（필）(신미경 양념숯불닭갈비))",pr,리뷰이벤트 뭐할지 고민하다 실수로 안지우고 둘다 적힌채로 주문해서 당황하셨을건데 죄송해요 ㅠㅠ 센스있게 쿨피스 잘 보내주셔서 감사합니다. 맛있게 잘 먹었어요!
신미경홍대닭갈비3,5,5,닭갈비볶음밥/2(맛 선택(（반찬없이 프랑크소세지）)),go,볶음밥 맛있어용 ㅎㅎ
신미경홍대닭갈비3,5,5,"닭갈비볶음밥＋우동세트/1(맛 선택(（반찬없이 프랑크소세지 매운맛）),추가 선택(계란후라이),추가 선택(눈꽃치즈)),쿨피스/1",im,이 집 맛있네요 우동
신미경홍대닭갈비3,5,5,닭갈비（소）550g＋막국수/1(닭갈비 선택(소금 숯불닭갈비)),75,맛있어요!👍👍👍👍👍👍👍👍👍👍👍👍👍
신미경홍대닭갈비3,5,5,"닭갈비볶음밥＋우동세트/1(맛 선택(（반찬없이 프랑크소세지）),추가 선택(체다치즈소스),추가 선택(계란후라이))",tn,밥이넘밍밍해요담엔매운맛먹어야지하나도안매움
신미경홍대닭갈비3,5,5,"닭갈비（소）550g＋막국수/1(닭갈비 선택(양념 숯불닭갈비),추가 선택(눈꽃치즈))",ul,맛은 두말할 것 없지만 따뜻하게 빨리 배달해주셔서 더 맛있게 먹었습니다. 눈꽃치즈 강추합니다!
신미경홍대닭갈비3,5,5,신미경소금숯불닭갈비（소）550g/1(사이즈 선택(소)),gu,깜빡하고 밥 추가를 안했는데 짜지않고 맛있네요!
신미경홍대닭갈비3,5,5,"닭갈비볶음밥＋우동세트/1(맛 선택(（반찬없이 프랑크소세지）),추가 선택(체다치즈소스))",hs,너무 맛있게 잘 먹었습니다
신미경홍대닭갈비3,5,5,"닭갈비볶음밥＋우동세트/1(맛 선택(（반찬없이 프랑크소세지 매운맛）),추가 선택(계란후라이),추가 선택(눈꽃치즈),추가 선택(양념닭어깨살 200g 추가)),제로콜라/1",sa,양도 많고 너무 맛있어요!! 잘 먹었습니다 ㅎㅎ
신미경홍대닭갈비3,5,5,닭갈비（소）550g＋막국수/1(닭갈비 선택(소금 숯불닭갈비)),yk,소금구이 닭갈비 그냥 먹기에는 약간 짭잘하지만 밥이랑 먹으니 맛있어요. 막국수는 육수를 꼭 넣어 드세요. 그냥 먹었더니 조금 퍽퍽함. 배달도 만족에 양도 푸짐해서 만족합니다.
신미경홍대닭갈비3,5,5,"신미경숯불반반메뉴/1(닭갈비 2가지 선택（필）(신미경 소금숯불닭갈비),닭갈비 2가지 선택（필）(신미경 양념숯불닭갈비))",pr,리뷰이벤트 뭐할지 고민하다 실수로 안지우고 둘다 적힌채로 주문해서 당황하셨을건데 죄송해요 ㅠㅠ 센스있게 쿨피스 잘 보내주셔서 감사합니다. 맛있게 잘 먹었어요!
신미경홍대닭갈비3,5,5,닭갈비볶음밥/2(맛 선택(（반찬없이 프랑크소세지）)),go,볶음밥 맛있어용 ㅎㅎ
신미경홍대닭갈비3,5,5,"닭갈비볶음밥＋우동세트/1(맛 선택(（반찬없이 프랑크소세지 매운맛）),추가 선택(계란후라이),추가 선택(눈꽃치즈)),쿨피스/1",im,이 집 맛있네요 우동
신미경홍대닭갈비3,5,5,닭갈비（소）550g＋막국수/1(닭갈비 선택(소금 숯불닭갈비)),75,맛있어요!👍👍👍👍👍👍👍👍👍👍👍👍👍
신미경홍대닭갈비3,5,5,"닭갈비볶음밥＋우동세트/1(맛 선택(（반찬없이 프랑크소세지）),추가 선택(체다치즈소스),추가 선택(계란후라이))",tn,밥이넘밍밍해요담엔매운맛먹어야지하나도안매움
신미경홍대닭갈비3,5,5,"닭갈비（소）550g＋막국수/1(닭갈비 선택(양념 숯불닭갈비),추가 선택(눈꽃치즈))",ul,맛은 두말할 것 없지만 따뜻하게 빨리 배달해주셔서 더 맛있게 먹었습니다. 눈꽃치즈 강추합니다!
신미경홍대닭갈비3,5,5,신미경소금숯불닭갈비（소）550g/1(사이즈 선택(소)),gu,깜빡하고 밥 추가를 안했는데 짜지않고 맛있네요!
신미경홍대닭갈비3,5,5,"닭갈비볶음밥＋우동세트/1(맛 선택(（반찬없이 프랑크소세지）),추가 선택(체다치즈소스))",hs,너무 맛있게 잘 먹었습니다
신미경홍대닭갈비3,5,5,"닭갈비볶음밥＋우동세트/1(맛 선택(（반찬없이 프랑크소세지 매운맛）),추가 선택(계란후라이),추가 선택(눈꽃치즈),추가 선택(양념닭어깨살 200g 추가)),제로콜라/1",sa,양도 많고 너무 맛있어요!! 잘 먹었습니다 ㅎㅎ
신미경홍대닭갈비3,5,5,닭갈비（소）550g＋막국수/1(닭갈비 선택(소금 숯불닭갈비)),yk,소금구이 닭갈비 그냥 먹기에는 약간 짭잘하지만 밥이랑 먹으니 맛있어요. 막국수는 육수를 꼭 넣어 드세요. 그냥 먹었더니 조금 퍽퍽함. 배달도 만족에 양도 푸짐해서 만족합니다.
신미경홍대닭갈비3,5,5,"신미경숯불반반메뉴/1(닭갈비 2가지 선택（필）(신미경 소금숯불닭갈비),닭갈비 2가지 선택（필）(신미경 양념숯불닭갈비))",pr,리뷰이벤트 뭐할지 고민하다 실수로 안지우고 둘다 적힌채로 주문해서 당황하셨을건데 죄송해요 ㅠㅠ 센스있게 쿨피스 잘 보내주셔서 감사합니다. 맛있게 잘 먹었어요!
신미경홍대닭갈비3,5,5,닭갈비볶음밥/2(맛 선택(（반찬없이 프랑크소세지）)),go,볶음밥 맛있어용 ㅎㅎ
신미경홍대닭갈비3,5,5,"닭갈비볶음밥＋우동세트/1(맛 선택(（반찬없이 프랑크소세지 매운맛）),추가 선택(계란후라이),추가 선택(눈꽃치즈)),쿨피스/1",im,이 집 맛있네요 우동
신미경홍대닭갈비3,5,5,닭갈비（소）550g＋막국수/1(닭갈비 선택(소금 숯불닭갈비)),75,맛있어요!👍👍👍👍👍👍👍👍👍👍👍👍👍
신미경홍대닭갈비3,5,5,"닭갈비볶음밥＋우동세트/1(맛 선택(（반찬없이 프랑크소세지）),추가 선택(체다치즈소스),추가 선택(계란후라이))",tn,밥이넘밍밍해요담엔매운맛먹어야지하나도안매움
신미경홍대닭갈비3,5,5,"닭갈비（소）550g＋막국수/1(닭갈비 선택(양념 숯불닭갈비),추가 선택(눈꽃치즈))",ul,맛은 두말할 것 없지만 따뜻하게 빨리 배달해주셔서 더 맛있게 먹었습니다. 눈꽃치즈 강추합니다!
신미경홍대닭갈비3,5,5,신미경소금숯불닭갈비（소）550g/1(사이즈 선택(소)),gu,깜빡하고 밥 추가를 안했는데 짜지않고 맛있네요!
신미경홍대닭갈비3,5,5,"닭갈비볶음밥＋우동세트/1(맛 선택(（반찬없이 프랑크소세지）),추가 선택(체다치즈소스))",hs,너무 맛있게 잘 먹었습니다
신미경홍대닭갈비3,5,5,"닭갈비볶음밥＋우동세트/1(맛 선택(（반찬없이 프랑크소세지 매운맛）),추가 선택(계란후라이),추가 선택(눈꽃치즈),추가 선택(양념닭어깨살 200g 추가)),제로콜라/1",sa,양도 많고 너무 맛있어요!! 잘 먹었습니다 ㅎㅎ
신미경홍대닭갈비3,5,5,닭갈비（소）550g＋막국수/1(닭갈비 선택(소금 숯불닭갈비)),yk,소금구이 닭갈비 그냥 먹기에는 약간 짭잘하지만 밥이랑 먹으니 맛있어요. 막국수는 육수를 꼭 넣어 드세요. 그냥 먹었더니 조금 퍽퍽함. 배달도 만족에 양도 푸짐해서 만족합니다.
신미경홍대닭갈비3,5,5,"신미경숯불반반메뉴/1(닭갈비 2가지 선택（필）(신미경 소금숯불닭갈비),닭갈비 2가지 선택（필）(신미경 양념숯불닭갈비))",pr,리뷰이벤트 뭐할지 고민하다 실수로 안지우고 둘다 적힌채로 주문해서 당황하셨을건데 죄송해요 ㅠㅠ 센스있게 쿨피스 잘 보내주셔서 감사합니다. 맛있게 잘 먹었어요!
신미경홍대닭갈비3,5,5,닭갈비볶음밥/2(맛 선택(（반찬없이 프랑크소세지）)),go,볶음밥 맛있어용 ㅎㅎ
신미경홍대닭갈비3,5,5,"닭갈비볶음밥＋우동세트/1(맛 선택(（반찬없이 프랑크소세지 매운맛）),추가 선택(계란후라이),추가 선택(눈꽃치즈)),쿨피스/1",im,이 집 맛있네요 우동
신미경홍대닭갈비3,5,5,닭갈비（소）550g＋막국수/1(닭갈비 선택(소금 숯불닭갈비)),75,맛있어요!👍👍👍👍👍👍👍👍👍👍👍👍👍
신미경홍대닭갈비3,5,5,"닭갈비볶음밥＋우동세트/1(맛 선택(（반찬없이 프랑크소세지）),추가 선택(체다치즈소스),추가 선택(계란후라이))",tn,밥이넘밍밍해요담엔매운맛먹어야지하나도안매움
신미경홍대닭갈비3,5,5,"닭갈비（소）550g＋막국수/1(닭갈비 선택(양념 숯불닭갈비),추가 선택(눈꽃치즈))",ul,맛은 두말할 것 없지만 따뜻하게 빨리 배달해주셔서 더 맛있게 먹었습니다. 눈꽃치즈 강추합니다!
신미경홍대닭갈비3,5,5,신미경소금숯불닭갈비（소）550g/1(사이즈 선택(소)),gu,깜빡하고 밥 추가를 안했는데 짜지않고 맛있네요!
신미경홍대닭갈비3,5,5,"닭갈비볶음밥＋우동세트/1(맛 선택(（반찬없이 프랑크소세지）),추가 선택(체다치즈소스))",hs,너무 맛있게 잘 먹었습니다
신미경홍대닭갈비3,5,5,"닭갈비볶음밥＋우동세트/1(맛 선택(（반찬없이 프랑크소세지 매운맛）),추가 선택(계란후라이),추가 선택(눈꽃치즈),추가 선택(양념닭어깨살 200g 추가)),제로콜라/1",sa,양도 많고 너무 맛있어요!! 잘 먹었습니다 ㅎㅎ
신미경홍대닭갈비3,5,5,닭갈비（소）550g＋막국수/1(닭갈비 선택(소금 숯불닭갈비)),yk,소금구이 닭갈비 그냥 먹기에는 약간 짭잘하지만 밥이랑 먹으니 맛있어요. 막국수는 육수를 꼭 넣어 드세요. 그냥 먹었더니 조금 퍽퍽함. 배달도 만족에 양도 푸짐해서 만족합니다.
신미경홍대닭갈비3,5,5,"신미경숯불반반메뉴/1(닭갈비 2가지 선택（필）(신미경 소금숯불닭갈비),닭갈비 2가지 선택（필）(신미경 양념숯불닭갈비))",pr,리뷰이벤트 뭐할지 고민하다 실수로 안지우고 둘다 적힌채로 주문해서 당황하셨을건데 죄송해요 ㅠㅠ 센스있게 쿨피스 잘 보내주셔서 감사합니다. 맛있게 잘 먹었어요!
신미경홍대닭갈비3,5,5,닭갈비볶음밥/2(맛 선택(（반찬없이 프랑크소세지）)),go,볶음밥 맛있어용 ㅎㅎ
신미경홍대닭갈비3,5,5,"닭갈비볶음밥＋우동세트/1(맛 선택(（반찬없이 프랑크소세지 매운맛）),추가 선택(계란후라이),추가 선택(눈꽃치즈)),쿨피스/1",im,이 집 맛있네요 우동
신미경홍대닭갈비3,5,5,닭갈비（소）550g＋막국수/1(닭갈비 선택(소금 숯불닭갈비)),75,맛있어요!👍👍👍👍👍👍👍👍👍👍👍👍👍
신미경홍대닭갈비3,5,5,"닭갈비볶음밥＋우동세트/1(맛 선택(（반찬없이 프랑크소세지）),추가 선택(체다치즈소스),추가 선택(계란후라이))",tn,밥이넘밍밍해요담엔매운맛먹어야지하나도안매움
신미경홍대닭갈비3,5,5,"닭갈비（소）550g＋막국수/1(닭갈비 선택(양념 숯불닭갈비),추가 선택(눈꽃치즈))",ul,맛은 두말할 것 없지만 따뜻하게 빨리 배달해주셔서 더 맛있게 먹었습니다. 눈꽃치즈 강추합니다!
신미경홍대닭갈비3,5,5,신미경소금숯불닭갈비（소）550g/1(사이즈 선택(소)),gu,깜빡하고 밥 추가를 안했는데 짜지않고 맛있네요!
신미경홍대닭갈비3,5,5,"닭갈비볶음밥＋우동세트/1(맛 선택(（반찬없이 프랑크소세지）),추가 선택(체다치즈소스))",hs,너무 맛있게 잘 먹었습니다
신미경홍대닭갈비3,5,5,"닭갈비볶음밥＋우동세트/1(맛 선택(（반찬없이 프랑크소세지 매운맛）),추가 선택(계란후라이),추가 선택(눈꽃치즈),추가 선택(양념닭어깨살 200g 추가)),제로콜라/1",sa,양도 많고 너무 맛있어요!! 잘 먹었습니다 ㅎㅎ
신미경홍대닭갈비3,5,5,닭갈비（소）550g＋막국수/1(닭갈비 선택(소금 숯불닭갈비)),yk,소금구이 닭갈비 그냥 먹기에는 약간 짭잘하지만 밥이랑 먹으니 맛있어요. 막국수는 육수를 꼭 넣어 드세요. 그냥 먹었더니 조금 퍽퍽함. 배달도 만족에 양도 푸짐해서 만족합니다.
신미경홍대닭갈비3,5,5,"신미경숯불반반메뉴/1(닭갈비 2가지 선택（필）(신미경 소금숯불닭갈비),닭갈비 2가지 선택（필）(신미경 양념숯불닭갈비))",pr,리뷰이벤트 뭐할지 고민하다 실수로 안지우고 둘다 적힌채로 주문해서 당황하셨을건데 죄송해요 ㅠㅠ 센스있게 쿨피스 잘 보내주셔서 감사합니다. 맛있게 잘 먹었어요!
신미경홍대닭갈비3,5,5,닭갈비볶음밥/2(맛 선택(（반찬없이 프랑크소세지）)),go,볶음밥 맛있어용 ㅎㅎ
신미경홍대닭갈비3,5,5,"닭갈비볶음밥＋우동세트/1(맛 선택(（반찬없이 프랑크소세지 매운맛）),추가 선택(계란후라이),추가 선택(눈꽃치즈)),쿨피스/1",im,이 집 맛있네요 우동
신미경홍대닭갈비3,5,5,닭갈비（소）550g＋막국수/1(닭갈비 선택(소금 숯불닭갈비)),75,맛있어요!👍👍👍👍👍👍👍👍👍👍👍👍👍
신미경홍대닭갈비3,5,5,"닭갈비볶음밥＋우동세트/1(맛 선택(（반찬없이 프랑크소세지）),추가 선택(체다치즈소스),추가 선택(계란후라이))",tn,밥이넘밍밍해요담엔매운맛먹어야지하나도안매움
신미경홍대닭갈비3,5,5,"닭갈비（소）550g＋막국수/1(닭갈비 선택(양념 숯불닭갈비),추가 선택(눈꽃치즈))",ul,맛은 두말할 것 없지만 따뜻하게 빨리 배달해주셔서 더 맛있게 먹었습니다. 눈꽃치즈 강추합니다!
신미경홍대닭갈비3,5,5,신미경소금숯불닭갈비（소）550g/1(사이즈 선택(소)),gu,깜빡하고 밥 추가를 안했는데 짜지않고 맛있네요!
신미경홍대닭갈비3,5,5,"닭갈비볶음밥＋우동세트/1(맛 선택(（반찬없이 프랑크소세지）),추가 선택(체다치즈소스))",hs,너무 맛있게 잘 먹었습니다
신미경홍대닭갈비3,5,5,"닭갈비볶음밥＋우동세트/1(맛 선택(（반찬없이 프랑크소세지 매운맛）),추가 선택(계란후라이),추가 선택(눈꽃치즈),추가 선택(양념닭어깨살 200g 추가)),제로콜라/1",sa,양도 많고 너무 맛있어요!! 잘 먹었습니다 ㅎㅎ
신미경홍대닭갈비3,5,5,닭갈비（소）550g＋막국수/1(닭갈비 선택(소금 숯불닭갈비)),yk,소금구이 닭갈비 그냥 먹기에는 약간 짭잘하지만 밥이랑 먹으니 맛있어요. 막국수는 육수를 꼭 넣어 드세요. 그냥 먹었더니 조금 퍽퍽함. 배달도 만족에 양도 푸짐해서 만족합니다.
신미경홍대닭갈비3,5,5,"신미경숯불반반메뉴/1(닭갈비 2가지 선택（필）(신미경 소금숯불닭갈비),닭갈비 2가지 선택（필）(신미경 양념숯불닭갈비))",pr,리뷰이벤트 뭐할지 고민하다 실수로 안지우고 둘다 적힌채로 주문해서 당황하셨을건데 죄송해요 ㅠㅠ 센스있게 쿨피스 잘 보내주셔서 감사합니다. 맛있게 잘 먹었어요!
파스타입니다-마포점,5,5,"（Hit）스테이크매콤크림파스타/1(맛 선택(매콤1단계)),（매출2위）우삼겹 알리오올리오 파스타/1(맛 선택(매콤2단계)),우삼겹 필라프/1(맛 선택(매콤1단계))",ta,늦은시간 파스타가 넘 먹고싶었는데 맛있게 잘먹었슴다~
파스타입니다-마포점,5,5,"쉬림프로제 파스타/1(맛 선택(기본)),베이컨 까르보나라 파스타/1(맛 선택(기본))",sn,잘먹었습니다 다음에 또 먹을게요
파스타입니다-마포점,5,5,（매출2위）우삼겹 알리오올리오 파스타/1(맛 선택(기본)),kk,최고
파스타입니다-마포점,5,5,"베이컨 토마토파스타/1(맛 선택(기본)),（리조또）베이컨버섯 크림 리조또/1(맛 선택(기본))",br,맛있게 잘 먹었어요
파스타입니다-마포점,5,5,	,so,"
（매출1위）매콤크림 파스타/1(맛 선택(기본)),우삼겹 필라프/1(맛 선택(기본))"
파스타입니다-마포점,5,5,（매출2위）우삼겹 알리오올리오 파스타/1(맛 선택(기본)),kk,감사합니다
파스타입니다-마포점,5,5,（간편한끼강추）스테이크동/1,ki,스테이크 엄청 맛있어요 꼭 디시 주문할게요~
파스타입니다-마포점,5,5,"베이컨 까르보나라 파스타/1(맛 선택(기본),추가 선택(피클))",mo,배달이 배달 예정시간보다 30분 정도를 늦게 왔어요 ㅠㅠ 양도 많고 맛도 있었습니당
파스타입니다-마포점,5,5,스테이크쉬림프로제파스타/1(맛 선택(기본)),mo,맛있게 먹었습니다!
파스타입니다-마포점,5,5,"（매출2위）우삼겹 알리오올리오 파스타/1(맛 선택(기본)),봉골레 파스타/1(맛 선택(기본))",me,맛있어요 잘먹었습니다
파스타입니다-마포점,5,5,"（Hit）스테이크매콤크림파스타/1(맛 선택(매콤1단계)),（매출2위）우삼겹 알리오올리오 파스타/1(맛 선택(매콤2단계)),우삼겹 필라프/1(맛 선택(매콤1단계))",ta,늦은시간 파스타가 넘 먹고싶었는데 맛있게 잘먹었슴다~
파스타입니다-마포점,5,5,"쉬림프로제 파스타/1(맛 선택(기본)),베이컨 까르보나라 파스타/1(맛 선택(기본))",sn,잘먹었습니다 다음에 또 먹을게요
파스타입니다-마포점,5,5,（매출2위）우삼겹 알리오올리오 파스타/1(맛 선택(기본)),kk,최고
파스타입니다-마포점,5,5,"베이컨 토마토파스타/1(맛 선택(기본)),（리조또）베이컨버섯 크림 리조또/1(맛 선택(기본))",br,맛있게 잘 먹었어요
파스타입니다-마포점,5,5,	,so,"
（매출1위）매콤크림 파스타/1(맛 선택(기본)),우삼겹 필라프/1(맛 선택(기본))"
파스타입니다-마포점,5,5,（매출2위）우삼겹 알리오올리오 파스타/1(맛 선택(기본)),kk,감사합니다
파스타입니다-마포점,5,5,（간편한끼강추）스테이크동/1,ki,스테이크 엄청 맛있어요 꼭 디시 주문할게요~
파스타입니다-마포점,5,5,"베이컨 까르보나라 파스타/1(맛 선택(기본),추가 선택(피클))",mo,배달이 배달 예정시간보다 30분 정도를 늦게 왔어요 ㅠㅠ 양도 많고 맛도 있었습니당
파스타입니다-마포점,5,5,스테이크쉬림프로제파스타/1(맛 선택(기본)),mo,맛있게 먹었습니다!
파스타입니다-마포점,5,5,"（매출2위）우삼겹 알리오올리오 파스타/1(맛 선택(기본)),봉골레 파스타/1(맛 선택(기본))",me,맛있어요 잘먹었습니다
파스타입니다-마포점,5,5,"（Hit）스테이크매콤크림파스타/1(맛 선택(매콤1단계)),（매출2위）우삼겹 알리오올리오 파스타/1(맛 선택(매콤2단계)),우삼겹 필라프/1(맛 선택(매콤1단계))",ta,늦은시간 파스타가 넘 먹고싶었는데 맛있게 잘먹었슴다~
파스타입니다-마포점,5,5,"쉬림프로제 파스타/1(맛 선택(기본)),베이컨 까르보나라 파스타/1(맛 선택(기본))",sn,잘먹었습니다 다음에 또 먹을게요
파스타입니다-마포점,5,5,（매출2위）우삼겹 알리오올리오 파스타/1(맛 선택(기본)),kk,최고
파스타입니다-마포점,5,5,"베이컨 토마토파스타/1(맛 선택(기본)),（리조또）베이컨버섯 크림 리조또/1(맛 선택(기본))",br,맛있게 잘 먹었어요
파스타입니다-마포점,5,5,	,so,"
（매출1위）매콤크림 파스타/1(맛 선택(기본)),우삼겹 필라프/1(맛 선택(기본))"
파스타입니다-마포점,5,5,（매출2위）우삼겹 알리오올리오 파스타/1(맛 선택(기본)),kk,감사합니다
파스타입니다-마포점,5,5,（간편한끼강추）스테이크동/1,ki,스테이크 엄청 맛있어요 꼭 디시 주문할게요~
파스타입니다-마포점,5,5,"베이컨 까르보나라 파스타/1(맛 선택(기본),추가 선택(피클))",mo,배달이 배달 예정시간보다 30분 정도를 늦게 왔어요 ㅠㅠ 양도 많고 맛도 있었습니당
파스타입니다-마포점,5,5,스테이크쉬림프로제파스타/1(맛 선택(기본)),mo,맛있게 먹었습니다!
파스타입니다-마포점,5,5,"（매출2위）우삼겹 알리오올리오 파스타/1(맛 선택(기본)),봉골레 파스타/1(맛 선택(기본))",me,맛있어요 잘먹었습니다
파스타입니다-마포점,5,5,"（Hit）스테이크매콤크림파스타/1(맛 선택(매콤1단계)),（매출2위）우삼겹 알리오올리오 파스타/1(맛 선택(매콤2단계)),우삼겹 필라프/1(맛 선택(매콤1단계))",ta,늦은시간 파스타가 넘 먹고싶었는데 맛있게 잘먹었슴다~
파스타입니다-마포점,5,5,"쉬림프로제 파스타/1(맛 선택(기본)),베이컨 까르보나라 파스타/1(맛 선택(기본))",sn,잘먹었습니다 다음에 또 먹을게요
파스타입니다-마포점,5,5,（매출2위）우삼겹 알리오올리오 파스타/1(맛 선택(기본)),kk,최고
파스타입니다-마포점,5,5,"베이컨 토마토파스타/1(맛 선택(기본)),（리조또）베이컨버섯 크림 리조또/1(맛 선택(기본))",br,맛있게 잘 먹었어요
